Date,Hour,Rentals_Count,Temperature_C,Humidity_pct,Wind_Speed_ms,Visibility_m,Solar_Radiation_MJm2,Rainfall_mm,Season,Holiday,Functioning_Day,Library_Branch,Top_Category,Membership_Type,Day_of_Week,Month,Day,Is_Peak_Hour,Temperature_Bin,Is_Weekend
2023-01-05,22,51.0,23.2,49.6,7.4,881.0,0.0,0.0,Winter,No,Yes,Downtown Central,Arabic Literature,Regular,Thursday,1,5,0,Cool,0
2023-01-06,9,27.0,21.2,60.2,6.3,1546.0,2.36,0.0,Winter,Yes,Yes,Corniche Kiosk,Technology,Regular,Friday,1,6,1,Cool,1
2023-01-06,11,58.0,24.3,38.5,1.7,1541.0,2.36,0.0,Winter,Yes,Yes,University Branch,Business,Walk-In,Friday,1,6,1,Cool,1
2023-01-06,12,19.0,26.4,44.2,3.7,955.0,1.86,0.0,Winter,Yes,Yes,Corniche Kiosk,Children,Regular,Friday,1,6,0,Warm,1
2023-01-06,13,42.0,25.9,54.3,1.1,1845.0,2.61,0.0,Winter,Yes,Yes,Al Rawdah Branch,Non-Fiction,Regular,Friday,1,6,0,Warm,1
2023-01-06,15,34.0,27.3,62.1,7.1,1572.0,3.45,0.0,Winter,Yes,Yes,Al Hamra Branch,Science,Walk-In,Friday,1,6,0,Warm,1
2023-01-06,16,75.0,28.2,58.8,5.4,1186.0,1.66,0.0,Winter,Yes,Yes,Downtown Central,Business,Regular,Friday,1,6,1,Warm,1
2023-01-06,19,36.0,24.5,50.0,4.7,1264.0,0.0,0.0,Winter,Yes,Yes,Corniche Kiosk,Science,Premium,Friday,1,6,1,Cool,1
2023-01-06,20,42.0,22.6,53.0,2.8,1941.0,0.0,0.0,Winter,Yes,Yes,University Branch,History,Student,Friday,1,6,0,Cool,1
2023-01-06,21,11.0,23.3,60.7,3.2,1664.0,0.0,0.0,Winter,Yes,Yes,Corniche Kiosk,Technology,Walk-In,Friday,1,6,0,Cool,1
2023-01-07,9,38.0,20.6,75.0,7.1,1917.0,1.45,0.0,Winter,No,Yes,Al Hamra Branch,History,Walk-In,Saturday,1,7,1,Cool,1
2023-01-07,10,46.0,23.1,69.7,6.0,1433.0,0.39,0.0,Winter,No,Yes,Al Hamra Branch,Non-Fiction,Regular,Saturday,1,7,1,Cool,1
2023-01-07,11,50.0,25.2,61.9,4.3,824.0,3.06,1.9,Winter,No,Yes,Al Hamra Branch,Technology,Regular,Saturday,1,7,1,Warm,1
2023-01-07,12,40.0,25.7,69.5,0.8,1042.0,2.77,0.0,Winter,No,Yes,Al Hamra Branch,Technology,Walk-In,Saturday,1,7,0,Warm,1
2023-01-07,15,31.0,28.1,61.2,6.0,895.0,2.11,0.0,Winter,No,Yes,Corniche Kiosk,Technology,Premium,Saturday,1,7,0,Warm,1
2023-01-07,16,106.0,26.6,60.5,1.7,837.0,2.97,0.0,Winter,No,Yes,University Branch,Fiction,Student,Saturday,1,7,1,Warm,1
2023-01-07,18,84.0,23.5,57.3,2.5,1336.0,3.49,0.0,Winter,No,Yes,University Branch,History,Regular,Saturday,1,7,1,Cool,1
2023-01-07,19,77.0,22.9,49.9,7.9,1750.0,0.0,0.0,Winter,No,Yes,University Branch,Fiction,Premium,Saturday,1,7,1,Cool,1
2023-01-07,20,57.0,23.0,68.7,1.9,1960.0,0.0,0.0,Winter,No,Yes,Downtown Central,Non-Fiction,Student,Saturday,1,7,0,Cool,1
2023-01-07,21,46.0,22.1,47.2,7.3,1205.0,0.0,0.0,Winter,No,Yes,Downtown Central,Fiction,Regular,Saturday,1,7,0,Cool,1
2023-01-07,22,33.0,21.8,48.2,2.8,1662.0,0.0,0.0,Winter,No,Yes,Al Hamra Branch,Arabic Literature,Student,Saturday,1,7,0,Cool,1
2023-01-08,8,16.0,18.7,47.9,4.2,1859.0,2.29,0.0,Winter,No,Yes,Corniche Kiosk,Fiction,Regular,Sunday,1,8,0,Cool,0
2023-01-08,9,94.0,20.4,56.3,6.2,1039.0,1.78,0.0,Winter,No,Yes,Downtown Central,Fiction,Student,Sunday,1,8,1,Cool,0
2023-01-08,12,84.0,24.4,38.9,1.3,1300.0,1.08,0.0,Winter,No,Yes,Downtown Central,Business,Premium,Sunday,1,8,0,Cool,0
2023-01-08,14,57.0,25.1,57.1,7.4,1847.0,2.58,0.0,Winter,No,Yes,Al Rawdah Branch,History,Premium,Sunday,1,8,0,Warm,0
2023-01-08,15,36.0,25.8,77.1,5.8,1628.0,1.71,0.0,Winter,No,Yes,Corniche Kiosk,Technology,Premium,Sunday,1,8,0,Warm,0
2023-01-08,16,80.0,23.4,62.4,2.3,1604.0,1.86,0.0,Winter,No,Yes,Downtown Central,Non-Fiction,Walk-In,Sunday,1,8,1,Cool,0
2023-01-08,18,57.0,22.0,50.5,6.9,845.0,3.23,0.0,Winter,No,Yes,Al Rawdah Branch,Fiction,Walk-In,Sunday,1,8,1,Cool,0
2023-01-08,20,32.0,19.0,67.1,5.9,817.0,0.0,0.0,Winter,No,Yes,Al Hamra Branch,History,Student,Sunday,1,8,0,Cool,0
2023-01-08,22,31.0,19.7,47.7,2.3,1601.0,0.0,0.0,Winter,No,Yes,Al Rawdah Branch,Arabic Literature,Premium,Sunday,1,8,0,Cool,0
2023-01-09,8,44.0,23.3,69.3,5.6,1660.0,1.71,0.0,Winter,No,Yes,University Branch,Fiction,Walk-In,Monday,1,9,0,Cool,0
2023-01-09,9,64.0,25.8,54.4,1.8,963.0,2.25,0.0,Winter,No,Yes,University Branch,Children,Walk-In,Monday,1,9,1,Warm,0
2023-01-09,10,74.0,26.1,50.6,4.0,986.0,0.66,0.0,Winter,No,Yes,Downtown Central,Fiction,Walk-In,Monday,1,9,1,Warm,0
2023-01-09,11,82.0,27.8,52.4,4.8,1493.0,2.7,0.0,Winter,No,Yes,Al Rawdah Branch,Technology,Student,Monday,1,9,1,Warm,0
2023-01-09,16,77.0,28.4,56.2,2.2,1829.0,0.51,0.0,Winter,No,Yes,Downtown Central,Arabic Literature,Walk-In,Monday,1,9,1,Warm,0
2023-01-09,17,104.0,27.0,59.4,7.0,1200.0,3.35,4.7,Winter,No,Yes,Downtown Central,Business,Student,Monday,1,9,1,Warm,0
2023-01-09,18,66.0,24.9,72.7,0.6,1464.0,2.04,0.0,Winter,No,Yes,Al Hamra Branch,Science,Student,Monday,1,9,1,Cool,0
2023-01-09,22,48.0,25.5,60.4,0.9,841.0,0.0,0.0,Winter,No,Yes,Downtown Central,Fiction,Walk-In,Monday,1,9,0,Warm,0
2023-01-10,9,59.0,21.3,55.4,1.1,1951.0,1.61,0.0,Winter,No,Yes,Al Rawdah Branch,Technology,Regular,Tuesday,1,10,1,Cool,0
2023-01-10,10,63.0,22.6,51.1,7.2,1371.0,0.16,0.0,Winter,No,Yes,Al Hamra Branch,Fiction,Student,Tuesday,1,10,1,Cool,0
2023-01-10,11,37.0,24.0,69.6,3.8,1806.0,1.19,0.0,Winter,No,Yes,Corniche Kiosk,Arabic Literature,Premium,Tuesday,1,10,1,Cool,0
2023-01-10,16,74.0,27.4,64.1,1.3,806.0,1.08,0.0,Winter,No,Yes,Al Hamra Branch,Non-Fiction,Student,Tuesday,1,10,1,Warm,0
2023-01-10,18,60.0,32.2,43.6,2.5,975.0,0.59,0.0,Winter,No,Yes,Al Hamra Branch,Business,Regular,Tuesday,1,10,1,Warm,0
2023-01-10,20,57.0,22.3,51.5,5.7,1375.0,0.0,0.0,Winter,No,Yes,University Branch,Children,Premium,Tuesday,1,10,0,Cool,0
2023-01-10,22,32.0,23.0,45.9,6.5,1608.0,0.0,0.0,Winter,No,Yes,Al Hamra Branch,History,Premium,Tuesday,1,10,0,Cool,0
2023-01-11,8,27.0,17.5,40.7,6.1,1470.0,2.41,0.0,Winter,No,Yes,Al Hamra Branch,Arabic Literature,Walk-In,Wednesday,1,11,0,Cool,0
2023-01-11,13,48.0,24.6,38.2,7.0,1024.0,1.14,0.0,Winter,No,Yes,Al Hamra Branch,Business,Premium,Wednesday,1,11,0,Cool,0
2023-01-11,14,23.0,22.6,50.3,5.3,1632.0,2.26,0.0,Winter,No,Yes,Corniche Kiosk,Science,Walk-In,Wednesday,1,11,0,Cool,0
2023-01-11,17,33.0,20.9,65.1,0.7,1070.0,1.01,0.0,Winter,No,Yes,Corniche Kiosk,Business,Regular,Wednesday,1,11,1,Cool,0
2023-01-11,18,45.0,21.8,47.2,2.1,1685.0,2.41,0.0,Winter,No,Yes,Corniche Kiosk,Arabic Literature,Student,Wednesday,1,11,1,Cool,0
2023-01-11,20,39.0,19.4,50.0,2.6,1587.0,0.0,0.0,Winter,No,Yes,Al Rawdah Branch,History,Student,Wednesday,1,11,0,Cool,0
2023-01-11,21,10.0,17.2,69.4,6.0,1350.0,0.0,0.0,Nan,No,Yes,Al Hamra Branch,Non-Fiction,Walk-In,Wednesday,1,11,0,Cool,0
2023-01-12,20,0.0,24.3,54.4,2.0,1477.0,0.0,0.0,Winter,No,Yes,Corniche Kiosk,History,Walk-In,Thursday,1,12,0,Cool,0
2023-01-13,8,26.0,19.1,45.4,3.5,1443.0,3.38,0.0,Winter,Yes,Yes,Al Hamra Branch,Business,Premium,Friday,1,13,0,Cool,1
2023-01-13,9,43.0,20.3,55.2,1.3,1753.0,0.43,0.0,Winter,Yes,Yes,Al Rawdah Branch,Science,Student,Friday,1,13,1,Cool,1
2023-01-13,11,50.0,22.0,46.6,6.7,1274.0,0.1,0.0,Winter,Yes,Yes,Al Rawdah Branch,Children,Student,Friday,1,13,1,Cool,1
2023-01-13,12,32.0,23.6,55.5,4.1,1738.0,1.2,0.0,Winter,Yes,Yes,Al Hamra Branch,Arabic Literature,Premium,Friday,1,13,0,Cool,1
2023-01-13,13,35.0,23.8,72.1,6.8,1757.0,1.24,0.0,Winter,Yes,Yes,Al Rawdah Branch,Science,Student,Friday,1,13,0,Cool,1
2023-01-13,14,32.0,25.2,44.2,2.0,957.0,2.51,0.0,Winter,Yes,Yes,Al Hamra Branch,Fiction,Regular,Friday,1,13,0,Warm,1
2023-01-13,15,18.0,25.0,53.2,4.7,1868.0,2.15,0.0,Winter,Yes,Yes,Corniche Kiosk,Science,Walk-In,Friday,1,13,0,Warm,1
2023-01-13,18,46.0,21.3,71.1,7.1,906.0,1.085,0.0,Winter,Yes,Yes,Al Hamra Branch,Business,Regular,Friday,1,13,1,Cool,1
2023-01-13,19,42.0,22.5,60.7,1.1,1815.0,0.0,0.0,Winter,Yes,Yes,Al Hamra Branch,Technology,Regular,Friday,1,13,1,Cool,1
2023-01-13,20,25.0,20.7,67.6,2.5,1138.0,0.0,0.0,Winter,Yes,Yes,Downtown Central,Arabic Literature,Walk-In,Friday,1,13,0,Cool,1
2023-01-13,21,9.0,18.9,55.9,7.1,1243.0,0.0,0.0,Winter,Yes,Yes,Al Hamra Branch,Business,Walk-In,Friday,1,13,0,Cool,1
2023-01-13,22,14.0,19.3,49.4,6.9,842.0,0.0,0.0,Winter,Yes,Yes,Corniche Kiosk,Science,Regular,Friday,1,13,0,Cool,1
2023-01-14,8,16.0,18.9,65.0,1.3,927.0,2.73,0.0,Winter,No,Yes,Corniche Kiosk,Children,Walk-In,Saturday,1,14,0,Cool,1
2023-01-14,9,61.0,18.1,73.1,5.6,1967.0,0.8,0.0,Winter,No,Yes,University Branch,Children,Premium,Saturday,1,14,1,Cool,1
2023-01-14,11,45.0,20.9,49.8,2.0,869.0,0.12,1.8,Winter,No,Yes,Al Rawdah Branch,Technology,Premium,Saturday,1,14,1,Cool,1
2023-01-14,12,46.0,23.9,77.3,4.2,1613.0,0.94,0.0,Winter,No,Yes,Downtown Central,Fiction,Walk-In,Saturday,1,14,0,Cool,1
2023-01-14,14,28.0,23.4,43.7,5.5,1812.0,1.31,0.0,Winter,No,Yes,Corniche Kiosk,Technology,Premium,Saturday,1,14,0,Cool,1
2023-01-14,15,26.0,22.3,55.4,7.3,1286.0,2.58,0.0,Winter,No,Yes,Corniche Kiosk,History,Premium,Saturday,1,14,0,Cool,1
2023-01-14,16,56.0,22.7,62.1,1.2,1226.0,2.6,0.0,Winter,No,Yes,Al Hamra Branch,Children,Premium,Saturday,1,14,1,Cool,1
2023-01-14,18,58.0,20.2,66.1,5.6,1552.0,0.87,0.0,Winter,No,Yes,Al Hamra Branch,Technology,Student,Saturday,1,14,1,Cool,1
2023-01-14,19,70.0,19.3,52.7,2.1,826.0,0.0,0.0,Winter,No,Yes,Downtown Central,Children,Regular,Saturday,1,14,1,Cool,1
2023-01-14,21,22.0,17.2,50.7,4.4,1547.0,0.0,0.0,Winter,No,Yes,University Branch,Non-Fiction,Regular,Saturday,1,14,0,Cool,1
2023-01-14,22,22.0,18.9,61.8,6.3,890.0,0.0,0.0,Winter,No,Yes,Al Hamra Branch,History,Walk-In,Saturday,1,14,0,Cool,1
2023-01-15,9,48.0,21.8,65.7,1.3,1635.0,0.21,0.0,Winter,No,Yes,Al Rawdah Branch,Non-Fiction,Walk-In,Sunday,1,15,1,Cool,0
2023-01-15,10,30.0,24.0,60.8,5.9,1069.0,3.35,0.0,Winter,No,Yes,Corniche Kiosk,Non-Fiction,Walk-In,Sunday,1,15,1,Cool,0
2023-01-15,11,64.0,22.1,69.5,2.2,1572.0,1.41,0.0,Winter,No,Yes,University Branch,Business,Walk-In,Sunday,1,15,1,Cool,0
2023-01-15,13,48.0,26.8,60.2,3.0,1721.0,2.1,0.0,Winter,No,Yes,Al Hamra Branch,Business,Regular,Sunday,1,15,0,Warm,0
2023-01-15,14,55.0,24.7,60.2,6.7,1029.0,1.18,0.0,Winter,No,Yes,Downtown Central,Non-Fiction,Walk-In,Sunday,1,15,0,Cool,0
2023-01-15,15,38.0,25.3,70.0,5.1,1631.0,0.87,0.0,Winter,No,Yes,Al Hamra Branch,Technology,Walk-In,Sunday,1,15,0,Warm,0
2023-01-15,17,30.0,23.5,70.9,4.6,1564.0,2.49,0.0,Winter,No,Yes,Corniche Kiosk,Business,Walk-In,Sunday,1,15,1,Cool,0
2023-01-15,19,68.0,23.0,52.1,5.1,1611.0,0.0,0.0,Winter,No,Yes,Al Rawdah Branch,Arabic Literature,Student,Sunday,1,15,1,Cool,0
2023-01-15,20,29.0,20.0,64.3,3.3,1506.0,0.0,0.0,Winter,No,Yes,Al Rawdah Branch,History,Premium,Sunday,1,15,0,Cool,0
2023-01-15,21,37.0,21.2,67.5,6.4,1460.0,0.0,0.0,Winter,No,Yes,Al Hamra Branch,History,Student,Sunday,1,15,0,Cool,0
2023-01-15,22,42.0,19.7,49.5,5.3,1902.0,0.0,0.0,Winter,No,Yes,Downtown Central,Children,Walk-In,Sunday,1,15,0,Cool,0
2023-01-16,8,25.0,17.9,47.5,0.9,1753.0,1.95,0.0,Winter,No,Yes,Al Rawdah Branch,Technology,Walk-In,Monday,1,16,0,Cool,0
2023-01-16,9,49.0,16.8,66.2,3.5,1593.0,1.66,0.0,Winter,No,Yes,Al Rawdah Branch,Arabic Literature,Premium,Monday,1,16,1,Cool,0
2023-01-16,11,60.0,19.6,55.9,4.3,993.0,0.77,0.0,Winter,No,Yes,Al Rawdah Branch,Non-Fiction,Student,Monday,1,16,1,Cool,0
2023-01-16,13,58.0,22.4,39.4,4.1,1194.0,2.31,0.0,Winter,No,Yes,Al Rawdah Branch,Children,Premium,Monday,1,16,0,Cool,0
2023-01-16,14,26.0,24.0,68.2,6.0,1552.0,2.55,0.0,Winter,No,Yes,Corniche Kiosk,Fiction,Walk-In,Monday,1,16,0,Cool,0
2023-01-16,15,58.0,21.6,53.0,7.9,1621.0,2.65,0.0,Nan,No,Yes,Al Rawdah Branch,Science,Student,Monday,1,16,0,Cool,0
2023-01-16,16,75.0,32.2,66.9,4.6,1009.0,2.29,0.0,Winter,No,Yes,Downtown Central,Technology,Walk-In,Monday,1,16,1,Warm,0
2023-01-16,18,32.0,21.0,62.3,3.0,936.0,2.36,0.0,Winter,No,Yes,Corniche Kiosk,Science,Walk-In,Monday,1,16,1,Cool,0
2023-01-16,19,35.0,19.9,78.4,1.8,1796.0,0.0,0.0,Winter,No,Yes,Corniche Kiosk,Science,Premium,Monday,1,16,1,Cool,0
2023-01-16,20,14.0,19.2,61.1,1.2,1591.0,0.0,0.0,Winter,No,Yes,Corniche Kiosk,Fiction,Walk-In,Monday,1,16,0,Cool,0
2023-01-16,21,33.0,19.2,51.2,5.8,1747.0,0.0,0.0,Winter,No,Yes,Downtown Central,Fiction,Walk-In,Monday,1,16,0,Cool,0
2023-01-16,22,24.0,17.7,57.0,2.8,1213.0,0.0,0.0,Winter,No,Yes,Al Rawdah Branch,Non-Fiction,Student,Monday,1,16,0,Cool,0
2023-01-17,8,22.0,17.2,74.1,4.4,1034.0,2.74,0.0,Winter,Yes,Yes,Al Rawdah Branch,Science,Regular,Tuesday,1,17,0,Cool,0
2023-01-17,10,18.0,20.2,65.8,7.7,1346.0,1.41,0.9,Winter,Yes,Yes,Corniche Kiosk,Non-Fiction,Regular,Tuesday,1,17,1,Cool,0
2023-01-17,11,45.0,19.9,56.3,2.2,1641.0,2.8,0.0,Winter,Yes,Yes,Al Hamra Branch,Fiction,Premium,Tuesday,1,17,1,Cool,0
2023-01-17,12,56.0,24.8,44.3,2.4,1542.0,0.55,0.0,Winter,Yes,Yes,Downtown Central,Business,Regular,Tuesday,1,17,0,Cool,0
2023-01-17,15,53.0,23.8,56.5,5.6,1010.0,3.42,0.0,Winter,Yes,Yes,University Branch,Children,Regular,Tuesday,1,17,0,Cool,0
2023-01-17,16,47.0,23.0,60.2,4.8,1074.0,0.35,0.0,Winter,Yes,Yes,Al Rawdah Branch,Arabic Literature,Walk-In,Tuesday,1,17,1,Cool,0
2023-01-17,17,47.0,19.9,65.3,6.1,1112.0,1.26,0.0,Winter,Yes,Yes,Al Hamra Branch,Children,Regular,Tuesday,1,17,1,Cool,0
2023-01-17,18,85.0,22.0,71.8,7.5,1306.0,2.14,0.0,Winter,Yes,Yes,Downtown Central,Non-Fiction,Student,Tuesday,1,17,1,Cool,0
2023-01-17,22,25.0,19.4,46.3,1.2,1924.0,0.0,0.0,Winter,Yes,Yes,Downtown Central,Fiction,Walk-In,Tuesday,1,17,0,Cool,0
2023-01-18,10,64.0,27.0,60.5,3.1,1448.0,2.82,0.0,Winter,No,Yes,Al Hamra Branch,Arabic Literature,Premium,Wednesday,1,18,1,Warm,0
2023-01-18,14,56.0,29.7,50.9,5.3,1794.0,0.77,0.0,Winter,No,Yes,Al Rawdah Branch,Technology,Premium,Wednesday,1,18,0,Warm,0
2023-01-18,15,59.0,29.3,43.8,0.6,908.0,0.05,0.0,Winter,No,Yes,University Branch,Technology,Walk-In,Wednesday,1,18,0,Warm,0
2023-01-18,16,96.0,29.7,61.2,4.0,1725.0,1.82,0.0,Winter,No,Yes,University Branch,Arabic Literature,Premium,Wednesday,1,18,1,Warm,0
2023-01-18,19,43.0,27.2,51.3,7.8,1497.0,0.0,0.0,Winter,No,Yes,Corniche Kiosk,Science,Premium,Wednesday,1,18,1,Warm,0
2023-01-18,20,17.0,25.6,39.5,5.9,1101.0,0.0,3.5,Winter,No,Yes,Corniche Kiosk,Technology,Walk-In,Wednesday,1,18,0,Warm,0
2023-01-18,21,43.0,25.3,53.9,2.9,876.0,0.0,0.0,Nan,No,Yes,University Branch,History,Walk-In,Wednesday,1,18,0,Warm,0
2023-01-18,22,42.0,25.2,38.9,5.9,816.0,0.0,0.0,Winter,No,Yes,University Branch,Non-Fiction,Walk-In,Wednesday,1,18,0,Warm,0
2023-01-19,9,35.0,23.1,61.9,5.8,1312.0,0.36,0.0,Winter,No,Yes,Corniche Kiosk,Arabic Literature,Premium,Thursday,1,19,1,Cool,0
2023-01-19,10,52.0,24.1,68.6,0.8,1141.0,0.06,0.0,Winter,No,Yes,Al Hamra Branch,Fiction,Premium,Thursday,1,19,1,Cool,0
2023-01-19,14,57.0,26.5,51.2,4.8,1061.0,0.27,0.0,Winter,No,Yes,University Branch,Science,Walk-In,Thursday,1,19,0,Warm,0
2023-01-19,16,75.0,27.6,43.2,3.4,1166.0,0.14,0.0,Winter,No,Yes,Al Rawdah Branch,Children,Student,Thursday,1,19,1,Warm,0
2023-01-19,17,51.0,24.1,67.0,4.1,1038.0,1.38,0.0,Winter,No,Yes,Corniche Kiosk,History,Student,Thursday,1,19,1,Cool,0
2023-01-19,18,59.0,25.2,45.7,6.2,1823.0,0.39,4.7,Winter,No,Yes,Al Rawdah Branch,Technology,Regular,Thursday,1,19,1,Warm,0
2023-01-19,19,81.0,24.3,44.5,2.0,1636.0,0.0,0.0,Winter,No,Yes,University Branch,Fiction,Regular,Thursday,1,19,1,Cool,0
2023-01-20,10,61.0,26.0,62.5,2.8,1995.0,3.43,0.0,Winter,Yes,Yes,Downtown Central,Technology,Walk-In,Friday,1,20,1,Warm,1
2023-01-20,12,33.0,31.8,70.1,4.6,1048.0,0.49,0.0,Winter,Yes,Yes,Al Rawdah Branch,Science,Premium,Friday,1,20,0,Warm,1
